transaction_id,card_id,timestamp,merchant_category,card_present,is_fraud,device_fingerprint,country_code,amount_minor_units
txn_0000563,card_00741,2026-01-29T04:09:17Z,restaurant,False,False,dev_000288,AE,2211
txn_0000564,card_00528,2026-01-22T19:20:34Z,fuel,False,False,dev_003937,AE,2381
txn_0000565,card_00237,2026-01-16T18:27:28Z,online_retail,True,False,dev_003055,IN,3374
txn_0000566,card_00793,2026-01-15T03:51:36Z,grocery,False,False,dev_002019,DE,3986
txn_0000567,card_00277,2026-01-17T11:48:26Z,fuel,True,False,dev_001505,SG,6940
txn_0000568,card_00257,2026-01-30T21:10:31Z,online_retail,False,False,dev_000921,US,3743
txn_0000569,card_00860,2026-01-05T06:39:21Z,travel,True,False,dev_001880,IN,14616
txn_0000570,card_00101,2026-01-27T10:44:49Z,electronics,False,False,dev_000202,US,42435
txn_0000571,card_00549,2026-01-01T19:06:05Z,electronics,False,False,dev_002245,DE,14010
txn_0000572,card_00590,2026-01-23T06:54:34Z,entertainment,False,False,dev_004394,US,3865
txn_0000573,card_00577,2026-01-07T16:32:47Z,entertainment,False,False,dev_003696,GB,54707
txn_0000574,card_00112,2026-01-01T10:24:11Z,electronics,False,False,dev_000135,SG,6193
txn_0000575,card_00442,2026-01-23T02:08:37Z,pharmacy,True,False,dev_003043,GB,18699
txn_0000576,card_00377,2026-01-11T14:43:34Z,pharmacy,True,False,dev_001997,IN,2274
txn_0000577,card_00489,2026-01-30T21:32:20Z,pharmacy,False,False,dev_001792,DE,1868
txn_0000578,card_00493,2026-01-09T12:17:37Z,utilities,False,False,dev_001284,SG,2744
txn_0000579,card_00525,2026-01-02T03:45:42Z,electronics,True,False,dev_001174,IN,9101
txn_0000580,card_00404,2026-01-14T09:03:31Z,atm_withdrawal,False,False,dev_000902,GB,8469
txn_0000581,card_00642,2026-01-20T18:55:46Z,pharmacy,True,False,dev_004333,US,3866
txn_0000582,card_00085,2026-01-13T04:15:51Z,restaurant,True,False,dev_004367,AE,8983
txn_0000583,card_00273,2026-01-29T07:20:59Z,utilities,False,False,dev_000243,SG,5682
txn_0000584,card_00331,2026-01-18T17:43:37Z,electronics,False,False,dev_001526,IN,9917
txn_0000585,card_00557,2026-01-30T15:53:09Z,atm_withdrawal,True,False,dev_002349,IN,33455
txn_0000586,card_00305,2026-01-03T17:54:05Z,restaurant,False,False,dev_001278,AE,2893
txn_0000587,card_00686,2026-01-28T05:08:11Z,electronics,False,False,dev_004424,GB,3585
txn_0000588,card_00648,2026-01-15T12:47:07Z,entertainment,True,False,dev_001434,IN,3067
txn_0000589,card_00639,2026-01-15T13:56:23Z,grocery,False,False,dev_001638,GB,12479
txn_0000590,card_00344,2026-01-08T10:48:58Z,online_retail,False,False,dev_002652,AE,9213
txn_0000591,card_00386,2026-01-28T10:30:52Z,utilities,True,False,dev_003331,DE,4979
txn_0000592,card_00889,2026-01-11T21:13:14Z,utilities,True,False,dev_004098,US,4163
txn_0000593,card_00724,2026-01-07T03:48:36Z,online_retail,True,False,dev_004392,GB,13257
txn_0000594,card_00476,2026-01-03T03:12:51Z,online_retail,False,False,dev_000486,AE,2792
txn_0000595,card_00448,2026-01-20T07:43:51Z,atm_withdrawal,False,False,dev_001508,AE,34430
txn_0000596,card_00419,2026-01-17T05:08:52Z,restaurant,False,False,dev_002263,IN,3275
txn_0000597,card_00835,2026-01-23T04:27:59Z,travel,False,False,dev_000699,GB,1055
txn_0000598,card_00281,2026-01-25T01:59:23Z,atm_withdrawal,True,False,dev_003447,AE,1016
txn_0000599,card_00483,2026-01-21T20:25:02Z,restaurant,False,False,dev_003319,DE,2756
txn_0000600,card_00762,2026-01-22T04:31:30Z,grocery,True,False,dev_004554,SG,16080
txn_0000601,card_00130,2026-01-14T02:17:38Z,entertainment,True,False,dev_002184,SG,5474
txn_0000602,card_00899,2026-01-13T17:18:47Z,entertainment,True,False,dev_002187,DE,3530
txn_0000603,card_00385,2026-01-14T02:26:03Z,grocery,False,False,dev_000358,GB,3894
txn_0000604,card_00555,2026-01-14T15:23:33Z,restaurant,True,False,dev_003831,US,10566
txn_0000605,card_00674,2026-01-11T17:34:45Z,restaurant,True,False,dev_000990,SG,2412
txn_0000606,card_00703,2026-01-17T04:56:02Z,restaurant,True,False,dev_001505,US,10539
txn_0000607,card_00318,2026-01-01T05:33:09Z,travel,False,False,dev_003358,US,19851
txn_0000608,card_00531,2026-01-17T08:22:57Z,travel,True,False,dev_000055,AE,3002
txn_0000609,card_00110,2026-01-29T17:26:37Z,pharmacy,True,False,dev_004718,AE,13392
txn_0000610,card_00329,2026-01-24T03:35:25Z,restaurant,True,False,dev_004089,IN,13196
txn_0000611,card_00757,2026-01-14T19:14:08Z,travel,True,False,dev_004271,AE,14060
txn_0000612,card_00714,2026-01-04T21:17:50Z,travel,True,False,dev_001145,IN,19983
txn_0000613,card_00123,2026-01-12T14:36:23Z,pharmacy,True,True,dev_001345,SG,40007
txn_0000614,card_00560,2026-01-17T19:30:23Z,electronics,True,False,dev_004491,US,9854
txn_0000615,card_00789,2026-01-13T05:00:22Z,fuel,True,False,dev_000090,DE,4861
txn_0000616,card_00559,2026-01-10T00:00:28Z,restaurant,False,True,dev_003472,SG,8739
txn_0000617,card_00750,2026-01-16T23:25:40Z,grocery,False,False,dev_002578,SG,5080
txn_0000618,card_00253,2026-01-23T13:58:13Z,entertainment,True,False,dev_001635,IN,7617
txn_0000619,card_00320,2026-01-07T04:06:05Z,utilities,False,False,dev_002464,IN,13764
txn_0000620,card_00676,2026-01-05T16:30:55Z,online_retail,True,False,dev_002380,SG,30839
txn_0000621,card_00323,2026-01-09T10:51:21Z,pharmacy,False,False,dev_003433,AE,6857
txn_0000622,card_00348,2026-01-18T13:14:33Z,entertainment,True,False,dev_002114,SG,11698
txn_0000623,card_00693,2026-01-04T16:56:17Z,atm_withdrawal,False,False,dev_001846,IN,6860
txn_0000624,card_00427,2026-01-21T01:06:15Z,atm_withdrawal,False,False,dev_001830,US,1961
