transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000106,card_00216,2026-02-06T04:57:57Z,350.36,restaurant,IN,True,True
txn_0000107,card_00450,2026-02-28T10:32:49Z,85.17,grocery,GB,True,False
txn_0000108,card_00194,2026-02-07T07:36:33Z,12.32,electronics,IN,True,False
txn_0000109,card_00683,2026-02-10T17:28:36Z,7.45,fuel,SG,False,False
txn_0000110,card_00007,2026-02-03T13:42:18Z,20.16,fuel,AE,True,False
txn_0000111,card_00602,2026-02-05T15:09:44Z,114.26,entertainment,IN,False,False
txn_0000112,card_00808,2026-02-18T18:38:38Z,119.01,utilities,US,True,False
txn_0000113,card_00391,2026-02-18T12:56:32Z,290.99,online_retail,IN,False,False
txn_0000114,card_00613,2026-02-15T11:17:35Z,68.19,fuel,SG,False,False
txn_0000115,card_00838,2026-02-01T22:15:41Z,162.41,entertainment,GB,False,False
txn_0000116,card_00606,2026-02-11T22:20:52Z,111.18,online_retail,DE,False,False
txn_0000117,card_00638,2026-02-04T18:54:27Z,43.77,electronics,DE,False,False
txn_0000118,card_00216,2026-02-05T17:35:26Z,8.88,restaurant,GB,False,False
txn_0000119,card_00236,2026-02-20T16:22:57Z,80.43,online_retail,AE,True,False
txn_0000120,card_00775,2026-02-12T02:42:46Z,883.02,electronics,US,True,False
txn_0000121,card_00132,2026-03-02T09:48:12Z,11.94,fuel,US,False,False
txn_0000122,card_00638,2026-02-12T14:19:43Z,35.64,electronics,AE,True,False
txn_0000123,card_00043,2026-02-17T05:40:09Z,7.76,atm_withdrawal,SG,True,False
txn_0000124,card_00067,2026-02-07T14:39:22Z,72.88,grocery,US,False,False
txn_0000125,card_00207,2026-02-18T18:32:21Z,15.76,entertainment,DE,False,False
txn_0000126,card_00242,2026-03-01T09:34:15Z,46.22,online_retail,AE,True,False
txn_0000127,card_00463,2026-02-01T19:51:03Z,88.1,entertainment,DE,True,False
txn_0000128,card_00213,2026-02-23T20:07:21Z,65.56,electronics,IN,True,False
txn_0000129,card_00257,2026-02-09T13:38:29Z,117.63,online_retail,AE,True,False
txn_0000130,card_00468,2026-02-13T10:59:55Z,233.37,grocery,DE,False,False
txn_0000131,card_00566,2026-02-06T22:28:27Z,379.33,atm_withdrawal,DE,True,False
txn_0000132,card_00646,2026-03-01T00:17:48Z,26.53,fuel,IN,True,False
txn_0000133,card_00212,2026-02-11T15:28:22Z,49.89,pharmacy,AE,True,False
txn_0000134,card_00067,2026-02-21T05:19:45Z,343.38,fuel,IN,False,False
txn_0000135,card_00787,2026-02-13T19:42:53Z,96.98,travel,DE,False,False
txn_0000136,card_00090,2026-02-07T20:28:59Z,71.7,electronics,SG,False,False
txn_0000137,card_00221,2026-02-13T04:09:34Z,1205.15,travel,IN,True,False
txn_0000138,card_00325,2026-02-14T20:21:59Z,13.28,atm_withdrawal,DE,True,False
txn_0000139,card_00678,2026-02-18T03:39:00Z,93.13,grocery,SG,True,False
txn_0000141,card_00653,2026-02-14T16:26:26Z,75.45,atm_withdrawal,US,True,False
txn_0000142,card_00524,2026-02-07T23:27:08Z,46.97,utilities,GB,True,False
txn_0000143,card_00325,2026-02-28T13:01:38Z,37.33,travel,AE,False,False
txn_0000144,card_00352,2026-02-14T17:47:15Z,83.72,atm_withdrawal,SG,True,False
txn_0000145,card_00754,2026-02-07T01:51:36Z,424.1,pharmacy,US,False,False
txn_0000146,card_00317,2026-02-16T18:16:13Z,289.22,utilities,SG,True,False
txn_0000147,card_00659,2026-02-24T14:07:18Z,257.65,restaurant,DE,True,False
txn_0000148,card_00251,2026-02-15T04:44:11Z,1212.97,grocery,IN,True,False
txn_0000149,card_00039,2026-02-06T14:48:25Z,50.78,travel,US,True,False
txn_0000150,card_00560,2026-02-16T23:32:30Z,234.66,restaurant,US,False,False
txn_0000151,card_00454,2026-02-27T01:08:01Z,174.63,fuel,AE,False,False
txn_0000152,card_00622,2026-02-18T08:09:17Z,171.11,restaurant,DE,False,False
txn_0000153,card_00440,2026-02-04T03:22:22Z,74.3,utilities,AE,False,False
txn_0000154,card_00299,2026-02-20T21:31:08Z,89.88,fuel,SG,False,False
txn_0000155,card_00729,2026-02-15T09:44:44Z,175.05,travel,GB,True,False
txn_0000156,card_00154,2026-02-13T06:04:54Z,27.21,pharmacy,US,False,False
txn_0000157,card_00528,2026-02-17T08:46:39Z,114.98,pharmacy,SG,False,False
txn_0000158,card_00537,2026-02-28T04:10:29Z,33.79,utilities,US,False,False
txn_0000159,card_00257,2026-02-15T09:12:30Z,221.95,fuel,US,True,False
txn_0000160,card_00117,2026-02-09T20:12:46Z,325.71,restaurant,IN,True,True
txn_0000161,card_00479,2026-02-22T11:07:53Z,23.78,travel,DE,True,False
txn_0000162,card_00708,2026-02-22T15:33:59Z,17.2,pharmacy,IN,True,False
txn_0000163,card_00143,2026-02-02T16:40:58Z,38.74,utilities,DE,True,False
txn_0000164,card_00882,2026-02-16T22:06:01Z,291.75,pharmacy,DE,True,False
txn_0000165,card_00687,2026-02-09T03:54:54Z,202.15,electronics,IN,False,False
txn_0000166,card_00618,2026-02-02T17:38:14Z,49.59,entertainment,IN,True,True
txn_0000167,card_00105,2026-02-08T01:40:28Z,21.4,grocery,US,True,False
txn_0000168,card_00837,2026-02-13T05:32:59Z,17.76,utilities,IN,False,False
txn_0000169,card_00348,2026-02-05T01:36:07Z,103.59,online_retail,IN,False,False
txn_0000170,card_00119,2026-02-06T23:37:33Z,27.29,online_retail,DE,True,False
txn_0000171,card_00829,2026-02-13T18:23:52Z,41.17,restaurant,DE,True,False
txn_0000172,card_00719,2026-03-02T07:29:57Z,2.65,pharmacy,AE,False,False
txn_0000173,card_00077,2026-03-01T12:21:30Z,30.6,travel,GB,False,False
txn_0000174,card_00187,2026-02-16T02:27:05Z,80.44,fuel,GB,False,False
txn_0000175,card_00221,2026-02-08T22:54:28Z,32.41,restaurant,SG,False,False
txn_0000176,card_00241,2026-02-06T16:29:26Z,299.57,electronics,SG,True,False
txn_0000177,card_00239,2026-02-26T18:37:38Z,14.07,electronics,SG,False,False
txn_0000178,card_00460,2026-02-27T23:42:20Z,448.83,grocery,AE,True,True
txn_0000179,card_00076,2026-02-05T16:57:45Z,44.42,entertainment,GB,False,False
txn_0000180,card_00142,2026-02-28T18:02:48Z,103.75,utilities,DE,False,False
txn_0000181,card_00631,2026-02-05T22:52:30Z,19.58,fuel,GB,False,False
txn_0000182,card_00067,2026-02-07T02:50:52Z,180.95,electronics,AE,False,False
txn_0000183,card_00829,2026-02-14T21:58:39Z,85.06,utilities,SG,False,False
txn_0000184,card_00480,2026-02-20T05:16:55Z,211.8,online_retail,IN,False,False
txn_0000185,card_00004,2026-02-28T09:40:18Z,23.86,pharmacy,SG,True,False
txn_0000186,card_00452,2026-02-05T14:10:29Z,19.25,online_retail,SG,False,False
txn_0000187,card_00876,2026-02-13T17:16:46Z,49.3,pharmacy,AE,False,False
txn_0000188,card_00508,2026-02-14T20:12:25Z,54.8,utilities,GB,False,False
txn_0000189,card_00594,2026-02-02T20:00:18Z,25.13,restaurant,GB,False,False
txn_0000190,card_00177,2026-02-15T04:39:58Z,52.79,electronics,IN,True,False
txn_0000191,card_00701,2026-02-15T20:51:11Z,107.99,grocery,IN,False,False
txn_0000192,card_00577,2026-02-12T16:45:04Z,108.36,grocery,IN,True,False
txn_0000193,card_00324,2026-02-13T19:37:26Z,169.8,restaurant,DE,True,False
txn_0000194,card_00725,2026-02-21T04:00:12Z,71.01,grocery,IN,False,False
txn_0000195,card_00467,2026-02-12T11:04:43Z,100.37,utilities,AE,False,False
txn_0000196,card_00320,2026-02-12T05:53:22Z,54.85,utilities,GB,True,False
txn_0000197,card_00267,2026-02-12T15:58:08Z,32.91,grocery,SG,True,False
txn_0000198,card_00430,2026-02-22T21:55:28Z,79.5,restaurant,GB,False,False
txn_0000199,card_00780,2026-02-20T13:14:20Z,16.37,atm_withdrawal,SG,False,False
txn_0000200,card_00005,2026-02-15T19:04:03Z,34.37,online_retail,US,False,False
txn_0000201,card_00130,2026-02-03T04:26:46Z,8.88,travel,IN,True,False
txn_0000202,card_00245,2026-02-23T15:40:54Z,44.49,utilities,AE,False,False
txn_0000203,card_00759,2026-02-10T20:56:09Z,154.84,restaurant,GB,True,False
txn_0000204,card_00324,2026-02-25T02:43:26Z,31.17,online_retail,AE,True,False
txn_0000205,card_00411,2026-02-22T23:44:55Z,31.43,electronics,DE,False,False
txn_0000206,card_00053,2026-02-02T22:26:40Z,25.38,travel,IN,True,False
txn_0000207,card_00112,2026-02-09T06:45:12Z,45.04,fuel,SG,False,False
txn_0000208,card_00089,2026-03-02T03:23:46Z,192.27,travel,GB,True,False
txn_0000209,card_00620,2026-02-20T02:21:37Z,120.81,restaurant,US,False,False
txn_0000210,card_00271,2026-02-19T10:53:38Z,28.73,grocery,DE,False,False
txn_0000211,card_00816,2026-02-26T02:19:01Z,52.94,online_retail,US,False,False
txn_0000212,card_00666,2026-03-02T03:04:42Z,25.3,restaurant,DE,True,False
txn_0000213,card_00710,2026-02-22T08:31:34Z,63.44,grocery,AE,True,False
txn_0000214,card_00274,2026-02-21T17:54:15Z,74.42,restaurant,US,True,False
txn_0000215,card_00695,2026-03-02T02:18:50Z,18.17,online_retail,GB,True,False
txn_0000216,card_00329,2026-02-12T16:46:40Z,44.01,utilities,IN,True,False
txn_0000217,card_00105,2026-02-19T12:03:52Z,27.43,utilities,DE,False,False
txn_0000218,card_00266,2026-02-14T19:42:01Z,13.09,electronics,US,False,False
txn_0000219,card_00609,2026-02-16T13:43:10Z,513.28,restaurant,US,True,True
txn_0000220,card_00238,2026-02-02T18:13:54Z,170.24,electronics,DE,True,False
txn_0000221,card_00585,2026-02-19T19:51:25Z,127.02,travel,GB,False,False
txn_0000222,card_00213,2026-02-02T02:17:57Z,15.57,fuel,AE,False,False
txn_0000223,card_00513,2026-02-11T11:27:54Z,39.55,travel,AE,True,False
txn_0000224,card_00102,2026-02-27T09:32:29Z,81.45,grocery,SG,True,False
txn_0000225,card_00032,2026-02-11T09:54:15Z,217.61,travel,GB,True,False
txn_0000226,card_00096,2026-02-03T14:51:06Z,16.82,atm_withdrawal,AE,True,False
txn_0000227,card_00803,2026-02-19T06:59:20Z,32.46,online_retail,DE,True,False
txn_0000228,card_00439,2026-02-13T16:40:18Z,491.96,grocery,DE,False,True
txn_0000229,card_00029,2026-02-12T04:13:26Z,65.43,atm_withdrawal,AE,True,False
txn_0000230,card_00191,2026-02-20T06:50:09Z,211.72,entertainment,DE,False,False
txn_0000231,card_00294,2026-02-25T15:01:26Z,125.68,grocery,GB,True,False
txn_0000232,card_00194,2026-02-09T18:59:31Z,68.88,utilities,AE,True,False
txn_0000233,card_00184,2026-02-06T13:08:06Z,33.32,electronics,DE,False,False
txn_0000234,card_00080,2026-02-04T03:34:45Z,84.52,restaurant,SG,False,False
txn_0000235,card_00267,2026-02-12T12:20:57Z,82.9,entertainment,DE,True,False
txn_0000236,card_00294,2026-02-13T07:05:09Z,132.7,restaurant,DE,False,False
txn_0000237,card_00643,2026-02-03T20:32:27Z,576.06,online_retail,IN,True,False
txn_0000238,card_00721,2026-02-05T23:49:53Z,80.96,online_retail,AE,False,False
txn_0000239,card_00366,2026-02-23T02:36:58Z,188.5,electronics,SG,True,False
txn_0000240,card_00258,2026-02-06T00:01:16Z,17.0,atm_withdrawal,SG,True,False
txn_0000241,card_00082,2026-02-13T17:14:35Z,2.36,entertainment,SG,False,False
txn_0000242,card_00082,2026-02-11T20:16:48Z,19.55,restaurant,GB,True,False
txn_0000243,card_00803,2026-02-03T13:22:12Z,141.07,utilities,GB,True,False
txn_0000244,card_00192,2026-02-07T04:12:18Z,1261.68,online_retail,AE,False,False
txn_0000245,card_00076,2026-02-12T05:04:17Z,169.13,restaurant,IN,False,False
txn_0000246,card_00266,2026-02-06T00:30:50Z,7.09,travel,AE,True,False
txn_0000247,card_00147,2026-02-07T13:32:15Z,22.73,pharmacy,AE,True,False
txn_0000248,card_00866,2026-02-06T19:07:23Z,16.45,entertainment,IN,True,False
txn_0000249,card_00267,2026-02-20T23:31:03Z,31.21,restaurant,DE,True,False
txn_0000250,card_00721,2026-02-23T04:10:36Z,58.59,utilities,AE,True,False
txn_0000251,card_00457,2026-03-02T20:28:11Z,22.18,online_retail,AE,False,False
txn_0000252,card_00628,2026-02-09T00:45:02Z,355.74,atm_withdrawal,SG,False,False
txn_0000253,card_00641,2026-02-12T06:21:49Z,49.08,atm_withdrawal,SG,False,False
txn_0000254,card_00105,2026-02-17T21:11:51Z,121.6,entertainment,SG,True,False
txn_0000255,card_00028,2026-02-22T02:02:40Z,47.21,electronics,DE,True,False
txn_0000256,card_00524,2026-02-17T09:27:39Z,295.99,atm_withdrawal,AE,True,False
txn_0000257,card_00547,2026-02-27T19:23:29Z,51.87,utilities,AE,False,False
txn_0000258,card_00552,2026-02-08T17:19:11Z,75.15,pharmacy,GB,False,False
txn_0000259,card_00288,2026-02-28T18:13:28Z,42.27,utilities,GB,True,False
txn_0000260,card_00669,2026-02-11T09:14:44Z,13.42,pharmacy,GB,True,False
txn_0000261,card_00649,2026-02-27T23:52:08Z,15.17,entertainment,GB,False,False
txn_0000262,card_00566,2026-02-10T19:47:23Z,7.31,travel,IN,False,False
txn_0000263,card_00645,2026-02-11T14:09:12Z,27.45,entertainment,AE,False,False
txn_0000264,card_00501,2026-03-01T04:03:47Z,269.84,pharmacy,DE,False,False
txn_0000265,card_00370,2026-02-19T06:33:59Z,243.17,online_retail,GB,False,False
txn_0000266,card_00877,2026-02-26T03:23:50Z,228.39,utilities,ZZ,False,False
txn_0000267,card_00745,2026-02-23T13:30:38Z,75.29,restaurant,GB,True,False
txn_0000268,card_00172,2026-02-03T10:50:44Z,86.33,restaurant,IN,False,False
txn_0000269,card_00294,2026-02-27T23:19:03Z,3.26,online_retail,AE,False,False
txn_0000270,card_00783,2026-02-25T16:28:14Z,149.4,utilities,GB,True,False
txn_0000271,card_00773,2026-02-23T00:25:31Z,80.38,atm_withdrawal,SG,False,False
txn_0000272,card_00518,2026-02-16T12:43:18Z,49.03,utilities,US,False,False
txn_0000273,card_00276,2026-02-26T05:04:41Z,46.46,electronics,IN,False,False
txn_0000274,card_00663,2026-02-14T05:37:47Z,64.81,atm_withdrawal,DE,False,False
txn_0000276,card_00525,2026-02-12T20:25:10Z,395.44,fuel,DE,False,True
txn_0000277,card_00208,2026-02-19T04:45:19Z,165.88,utilities,US,False,False
txn_0000278,card_00115,2026-02-12T03:50:07Z,53.97,fuel,SG,True,False
txn_0000279,card_00589,2026-02-09T02:17:25Z,37.69,pharmacy,AE,False,False
txn_0000280,card_00599,2026-02-19T11:20:09Z,20.78,pharmacy,AE,True,False
txn_0000281,card_00183,2026-02-28T08:43:13Z,116.33,utilities,IN,False,False
txn_0000282,card_00900,2026-02-03T15:37:29Z,55.81,grocery,US,True,False
txn_0000283,card_00741,2026-02-17T05:29:16Z,71.1,entertainment,DE,False,False
txn_0000284,card_00100,2026-02-13T04:36:01Z,265.73,grocery,IN,True,False
txn_0000285,card_00013,2026-02-09T10:54:15Z,9.25,atm_withdrawal,IN,False,False
txn_0000286,card_00563,2026-02-25T18:51:09Z,70.86,grocery,IN,True,False
txn_0000287,card_00458,2026-02-05T20:27:33Z,174.07,travel,IN,True,False
txn_0000288,card_00804,2026-02-23T00:08:16Z,65.46,pharmacy,IN,True,False
txn_0000289,card_00192,2026-02-21T03:37:00Z,67.4,travel,DE,True,False
txn_0000290,card_00629,2026-02-23T01:23:49Z,599.34,utilities,GB,True,False
txn_0000291,card_00458,2026-02-20T09:15:36Z,83.02,utilities,AE,False,False
txn_0000292,card_00246,2026-02-07T07:55:43Z,14.3,utilities,SG,False,False
txn_0000293,card_00836,2026-02-23T16:49:28Z,75.0,travel,US,True,False
txn_0000294,card_00217,2026-02-26T19:33:11Z,125.62,grocery,SG,False,False
txn_0000295,card_00158,2026-02-02T20:29:49Z,131.55,online_retail,DE,False,False
txn_0000296,card_00266,2026-02-25T18:15:09Z,18.46,online_retail,IN,False,False
txn_0000297,card_00673,2026-02-18T12:49:26Z,96.6,restaurant,GB,False,False
txn_0000298,card_00174,2026-02-24T02:09:08Z,83.61,online_retail,DE,False,False
txn_0000299,card_00900,2026-02-12T05:52:17Z,75.8,restaurant,DE,False,False
txn_0000300,card_00249,2026-02-02T05:40:16Z,640.89,travel,AE,True,True
txn_0000301,card_00665,2026-02-09T16:18:51Z,84.93,utilities,IN,True,False
txn_0000302,card_00821,2026-02-05T05:30:53Z,86.1,electronics,SG,True,False
txn_0000303,card_00004,2026-02-23T02:21:07Z,174.95,electronics,IN,False,False
txn_0000304,card_00256,2026-02-26T09:23:04Z,62.67,restaurant,IN,False,False
txn_0000305,card_00668,2026-02-11T12:52:57Z,22.51,grocery,SG,False,False
txn_0000306,card_00154,2026-02-24T10:22:36Z,218.91,electronics,US,False,False
txn_0000307,card_00303,2026-02-10T05:47:05Z,540.68,restaurant,AE,False,False
txn_0000308,card_00848,2026-02-17T06:05:20Z,1468.05,restaurant,SG,False,False
txn_0000309,card_00324,2026-02-16T21:30:45Z,216.84,online_retail,US,False,False
txn_0000310,card_00067,2026-02-27T07:45:55Z,230.99,fuel,DE,False,False
txn_0000311,card_00155,2026-02-10T23:04:09Z,264.52,entertainment,GB,True,False
txn_0000312,card_00175,2026-02-22T14:53:03Z,20.12,restaurant,SG,False,False
txn_0000313,card_00758,2026-02-08T00:28:01Z,114.55,restaurant,GB,False,False
txn_0000314,card_00619,2026-02-03T20:00:47Z,65.64,travel,DE,False,False
txn_0000315,card_00379,2026-02-06T02:46:13Z,74.23,entertainment,SG,True,False
txn_0000316,card_00448,2026-02-23T17:08:45Z,52.91,fuel,US,True,False
txn_0000317,card_00680,2026-02-24T10:36:17Z,12.54,online_retail,IN,True,False
txn_0000318,card_00771,2026-02-01T03:14:12Z,115.13,online_retail,IN,True,False
txn_0000319,card_00707,2026-02-02T20:41:01Z,133.98,restaurant,US,True,False
txn_0000320,card_00625,2026-02-17T11:06:17Z,26.07,atm_withdrawal,GB,True,False
txn_0000321,card_00500,2026-02-02T03:54:13Z,214.11,entertainment,DE,True,False
txn_0000322,card_00629,2026-02-21T15:53:01Z,30.75,entertainment,IN,True,False
txn_0000323,card_00351,2026-02-28T03:06:24Z,588.2,travel,SG,False,False
txn_0000324,card_00380,2026-02-06T01:53:24Z,43.34,grocery,SG,False,False
txn_0000325,card_00883,2026-02-06T05:03:25Z,52.09,entertainment,US,True,False
txn_0000326,card_00012,2026-02-23T06:30:06Z,27.4,travel,US,False,False
txn_0000327,card_00195,2026-02-13T10:14:59Z,32.17,travel,DE,False,False
txn_0000328,card_00390,2026-02-23T07:26:08Z,91.95,online_retail,GB,False,False
