transaction_id,card_id,timestamp,merchant_category,card_present,is_fraud,device_fingerprint,country_code,amount_minor_units
txn_0000940,card_00536,2026-01-21T22:22:35Z,travel,False,False,dev_002161,AE,3156
txn_0000941,card_00579,2026-01-12T00:27:53Z,utilities,False,True,dev_001349,AE,36609
txn_0000942,card_00636,2026-01-21T19:05:14Z,grocery,True,False,dev_002475,SG,3012
txn_0000943,card_00900,2026-01-28T00:43:32Z,online_retail,False,False,dev_001898,US,32037
txn_0000944,card_00429,2026-01-22T15:25:41Z,restaurant,True,False,dev_000887,SG,1767
txn_0000945,card_00788,2026-01-20T16:09:55Z,online_retail,False,False,dev_000691,AE,2495
txn_0000946,card_00117,2026-01-13T06:55:27Z,restaurant,True,False,dev_001354,IN,2090
txn_0000947,card_00340,2026-01-15T13:25:40Z,electronics,False,False,dev_001008,GB,6063
txn_0000948,card_00674,2026-01-30T11:40:05Z,atm_withdrawal,False,False,dev_004809,GB,883
txn_0000949,card_00247,2026-01-24T02:46:02Z,online_retail,True,False,dev_000870,SG,8957
txn_0000950,card_00529,2026-01-13T16:10:52Z,entertainment,True,False,dev_001300,GB,12125
txn_0000951,card_00558,2026-01-11T22:34:31Z,restaurant,False,False,dev_001883,GB,10733
txn_0000952,card_00852,2026-01-19T01:57:51Z,electronics,True,False,dev_004326,DE,78694
txn_0000953,card_00545,2026-01-18T17:50:06Z,fuel,False,False,dev_004338,IN,64620
txn_0000954,card_00849,2026-01-11T17:15:40Z,atm_withdrawal,False,False,dev_004855,GB,844
txn_0000955,card_00063,2026-01-02T00:39:31Z,fuel,True,False,dev_004542,AE,9220
txn_0000956,card_00550,2026-01-16T01:30:52Z,utilities,True,False,dev_003610,SG,10157
txn_0000957,card_00627,2026-01-04T07:13:32Z,atm_withdrawal,False,False,dev_000776,DE,4864
txn_0000958,card_00488,2026-01-07T05:06:48Z,online_retail,True,False,dev_004744,AE,3201
txn_0000959,card_00748,2026-01-09T17:36:43Z,entertainment,False,False,dev_001042,GB,1704
txn_0000960,card_00533,2026-01-28T14:51:25Z,atm_withdrawal,False,False,dev_004982,SG,3403
txn_0000961,card_00206,2026-01-27T22:35:54Z,atm_withdrawal,False,False,dev_003823,GB,4549
txn_0000962,card_00853,2026-01-28T14:28:31Z,utilities,False,False,dev_001489,IN,7626
txn_0000963,card_00228,2026-01-10T07:30:53Z,pharmacy,False,False,dev_004050,IN,148348
txn_0000964,card_00388,2026-01-03T18:28:26Z,electronics,True,False,dev_004666,DE,8405
txn_0000965,card_00633,2026-01-16T09:59:13Z,grocery,False,False,dev_001834,DE,18556
txn_0000966,card_00606,2026-01-06T08:33:37Z,restaurant,True,False,dev_001942,SG,3897
txn_0000967,card_00548,2026-01-27T13:37:38Z,online_retail,False,False,dev_004553,DE,3355
txn_0000968,card_00759,2026-01-09T13:31:16Z,fuel,False,False,dev_000842,AE,2793
txn_0000969,card_00159,2026-01-28T13:21:38Z,travel,True,False,dev_000842,US,3361
txn_0000970,card_00829,2026-01-06T22:19:55Z,entertainment,True,False,dev_002163,SG,14472
txn_0000971,card_00218,2026-01-24T19:41:56Z,online_retail,False,False,dev_004578,DE,9882
txn_0000972,card_00264,2026-01-17T00:01:28Z,entertainment,True,False,dev_000970,DE,2313
txn_0000973,card_00249,2026-01-04T15:13:42Z,online_retail,True,False,dev_001308,AE,2406
txn_0000974,card_00663,2026-01-25T09:12:13Z,fuel,True,False,dev_000182,SG,4599
txn_0000975,card_00391,2026-01-06T00:38:10Z,atm_withdrawal,True,False,dev_002946,US,23772
txn_0000976,card_00756,2026-01-19T10:47:36Z,online_retail,True,False,dev_004167,US,11250
txn_0000977,card_00843,2026-01-01T11:10:41Z,atm_withdrawal,True,False,dev_002678,GB,48729
txn_0000978,card_00604,2026-01-30T06:49:34Z,utilities,True,False,dev_002844,AE,14811
txn_0000979,card_00462,2026-01-07T20:10:17Z,electronics,False,False,dev_003988,US,3441
txn_0000980,card_00459,2026-01-26T07:05:19Z,entertainment,False,False,dev_004556,SG,5266
txn_0000981,card_00510,2026-01-04T13:37:00Z,travel,False,False,dev_004410,AE,15864
txn_0000982,card_00783,2026-01-14T00:59:36Z,utilities,True,False,dev_002487,GB,42329
txn_0000983,card_00824,2026-01-07T23:47:47Z,grocery,True,False,dev_004493,GB,4576
txn_0000984,card_00900,2026-01-07T00:53:27Z,pharmacy,False,True,dev_003415,GB,43802
txn_0000985,card_00007,2026-01-24T19:10:52Z,electronics,False,False,dev_002238,DE,11941
txn_0000986,card_00746,2026-01-10T07:01:38Z,grocery,True,False,dev_000739,GB,12497
txn_0000987,card_00062,2026-01-21T07:54:53Z,utilities,False,False,dev_004999,IN,14740
txn_0000988,card_00009,2026-01-08T17:37:10Z,online_retail,False,False,dev_003334,GB,14925
txn_0000989,card_00881,2026-01-20T09:35:38Z,entertainment,False,False,dev_004968,SG,698
txn_0000990,card_00198,2026-01-27T20:09:05Z,electronics,True,False,dev_004606,SG,2697
txn_0000991,card_00524,2026-01-17T10:38:59Z,electronics,True,True,dev_000488,SG,5556
txn_0000992,card_00468,2026-01-15T20:42:40Z,online_retail,True,False,dev_000213,AE,8016
txn_0000993,card_00812,2026-01-06T01:48:10Z,entertainment,True,False,dev_001745,DE,18148
txn_0000994,card_00859,2026-01-16T03:43:28Z,utilities,False,False,dev_001838,SG,11914
txn_0000995,card_00543,2026-01-02T13:38:43Z,fuel,False,False,dev_000620,US,4429
txn_0000996,card_00161,2026-01-18T18:28:43Z,online_retail,True,False,dev_004238,SG,13257
txn_0000997,card_00568,2026-01-20T02:20:37Z,atm_withdrawal,True,False,dev_002333,GB,5299
txn_0000998,card_00598,2026-01-29T17:52:56Z,travel,False,False,dev_003943,US,5889
txn_0000999,card_00485,2026-01-26T02:20:04Z,atm_withdrawal,True,False,dev_004302,IN,566
